Day,Time,Group,Metric,Unit,Amount
2022-05-22,,Misc,"Sleep (Oura)",hours,7.19167
2022-05-22,,Misc,"Heart Rate (Oura)",bpm,54.0
2022-05-23,,Misc,"Sleep (Oura)",hours,6.50833
2022-05-23,,Misc,"Heart Rate (Oura)",bpm,55.0
2022-05-24,,Misc,"Sleep (Oura)",hours,6.98333
2022-05-24,,Misc,"Heart Rate (Oura)",bpm,54.0
2022-05-25,,Misc,"Sleep (Oura)",hours,6.05833
2022-05-25,,Misc,"Heart Rate (Oura)",bpm,61.0
2022-05-26,,Misc,"Sleep (Oura)",hours,5.28333
2022-05-26,,Misc,"Heart Rate (Oura)",bpm,59.0
2022-05-27,,Misc,"Sleep (Oura)",hours,7.10833
2022-05-27,,Misc,"Heart Rate (Oura)",bpm,60.0
2022-05-28,,Misc,"Sleep (Oura)",hours,7.675
2022-05-28,,Misc,"Heart Rate (Oura)",bpm,59.0
2022-05-29,,Misc,"Sleep (Oura)",hours,8.30833
2022-05-29,,Misc,"Heart Rate (Oura)",bpm,55.0
2022-05-30,,Misc,"Sleep (Oura)",hours,7.20833
2022-05-30,,Misc,"Heart Rate (Oura)",bpm,59.0
2022-05-31,,Misc,"Sleep (Oura)",hours,5.93333
2022-05-31,,Misc,"Heart Rate (Oura)",bpm,64.0
2022-06-01,,Misc,"Sleep (Oura)",hours,6.56667
2022-06-01,,Misc,"Heart Rate (Oura)",bpm,58.0
2022-06-02,,Misc,"Sleep (Oura)",hours,7.55833
2022-06-02,,Misc,"Heart Rate (Oura)",bpm,60.0
2022-06-03,,Misc,"Sleep (Oura)",hours,7.05833
2022-06-03,,Misc,"Heart Rate (Oura)",bpm,59.0
2022-06-04,,Misc,"Sleep (Oura)",hours,7.375
2022-06-04,,Misc,"Heart Rate (Oura)",bpm,57.0
2022-06-05,,Misc,"Sleep (Oura)",hours,7.09167
2022-06-05,,Misc,"Heart Rate (Oura)",bpm,55.0
2022-06-06,,Misc,"Sleep (Oura)",hours,6.25833
2022-06-06,,Misc,"Heart Rate (Oura)",bpm,59.0
2022-06-07,,Misc,"Sleep (Oura)",hours,6.78333
2022-06-07,,Misc,"Heart Rate (Oura)",bpm,57.0
2022-06-08,,Misc,"Sleep (Oura)",hours,6.51667
2022-06-08,,Misc,"Heart Rate (Oura)",bpm,55.0
2022-06-09,,Misc,"Sleep (Oura)",hours,6.74167
2022-06-09,,Misc,"Heart Rate (Oura)",bpm,57.0
2022-06-10,,Misc,"Sleep (Oura)",hours,6.86667
2022-06-10,,Misc,"Heart Rate (Oura)",bpm,57.0
2022-06-11,,Misc,"Sleep (Oura)",hours,8.09167
2022-06-11,,Misc,"Heart Rate (Oura)",bpm,54.0
2022-06-12,,Misc,"Weight",lbs,162.0
2022-06-12,,Misc,"Body Fat",%,13.5
2022-06-12,,Misc,"Sleep (Oura)",hours,7.30833
2022-06-12,6:17 AM,Misc,"Heart Rate (Oura)",bpm,57.0
2022-06-13,,Misc,"Sleep (Oura)",hours,7.35
2022-06-13,5:19 AM,Misc,"Heart Rate (Oura)",bpm,60.0
2022-06-14,,Misc,"Sleep (Oura)",hours,6.76667
2022-06-14,5:16 AM,Misc,"Heart Rate (Oura)",bpm,56.0
